#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP065888.1	6.778	33.6087	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB009-1	NZ_CP066236.1	CP066236	73.361	33.4742	94	-	-	-	96	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB007-1	NZ_CP066238.1	CP066238	73.361	33.4742	94	-	-	-	96	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB007-2	NZ_CP066239.1	CP066239	11.508	43.1091	1	3	2	-	12	6
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB007-3	NZ_CP066240.1	CP066240	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB010-1	NZ_CP066233.1	CP066233	73.36	33.4746	94	-	-	-	96	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB010-2	NZ_CP066234.1	CP066234	19.616	40.4721	2	-	-	-	24	22
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB011-1	NZ_CP066230.1	CP066230	73.339	33.4774	93	-	-	-	96	3
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pG20AB011-2	NZ_CP066231.1	CP066231	8.731	34.3718	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX2_15kb	NZ_JACGEH010000071.1	-	15.266	35.5168	21	-	-	-	22	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX17_7kb	NZ_JACGEK010000079.1	-	7.055	33.3097	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX17_17kb	NZ_JACGEK010000080.1	-	17.003	35.3879	20	-	-	-	21	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX11_15kb	NZ_JACGEI010000083.1	-	15.343	35.4494	21	-	-	-	22	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX19_9kb	NZ_JACGEJ010000130.1	-	8.97	34.3701	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX13_7kb	NZ_CP059730.1	CP059730	7.055	33.253	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pAbCTX13_17kb	NZ_CP059731.1	CP059731	17.003	35.3879	20	-	-	-	21	1
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_JAFEKL010000006.1	-	14.639	38.2471	15	-	-	-	15	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP042842.1	CP042842	67.023	33.3751	86	-	-	-	86	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pNC2	NZ_CP067103.1	CP067103	10.955	36.9055	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP069841.1	CP069841	76.933	33.6475	93	-	-	-	95	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP069842.1	CP069842	14.879	36.0508	14	-	-	-	16	2
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP069852.1	CP069852	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pABT-897-17	NZ_CP071920.1	CP071920	13.48	36.8323	15	-	-	-	16	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK1	NZ_CP072123.1	CP072123	218.105	39.5475	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK1	NZ_CP072124.1	CP072124	87.529	33.9876	104	-	-	-	106	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK1	NZ_CP072125.1	CP072125	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK1	NZ_CP072126.1	CP072126	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK10	-	CP072281.1	218.105	39.5475	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK10	-	CP072282.1	87.529	33.9899	104	-	-	-	106	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK10	-	CP072283.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK10	-	CP072284.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK19	-	CP072296.1	218.105	39.5475	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK19	-	CP072297.1	87.529	33.9876	104	-	-	-	106	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK19	-	CP072298.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK19	-	CP072299.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK7	-	CP072276.1	218.105	39.5465	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK7	-	CP072277.1	68.225	33.4863	85	-	-	-	85	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK7	-	CP072278.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK7	-	CP072279.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK18	-	CP072291.1	218.105	39.5475	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK18	-	CP072292.1	68.225	33.4863	85	-	-	-	85	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK18	-	CP072293.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK18	-	CP072294.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK20	-	CP072301.1	218.105	39.5475	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK20	-	CP072302.1	68.309	33.4231	82	-	-	-	85	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK20	-	CP072303.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK20	-	CP072304.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK6	-	CP072271.1	218.105	39.5465	205	-	-	-	222	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK6	-	CP072272.1	68.224	33.4867	85	-	-	-	85	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK6	-	CP072273.1	7.54	34.6684	12	-	-	-	12	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK6	-	CP072274.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK2	-	CP072399.1	218.105	39.5465	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK2	-	CP072400.1	87.529	33.9899	104	-	-	-	106	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK2	-	CP072401.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK2	-	CP072402.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSK11	-	CP072286.1	218.105	39.5465	203	-	-	-	220	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSK11	-	CP072287.1	87.529	33.9899	104	-	-	-	106	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p3KSK11	-	CP072288.1	7.54	34.6684	11	-	-	-	11	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p4KSK11	-	CP072289.1	5.679	36.0979	8	-	-	-	8	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p1KSKSensitive	-	CP072306.1	55.356	39.4122	53	-	1	-	55	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	p2KSKSensitive	-	CP072307.1	6.52	39.5859	8	-	-	-	10	-
Acinetobacter baumannii	Bacteria	Proteobacteria	Gammaproteobacteria	pDETAB13	-	CP073061.1	91.083	39.8735	78	-	-	-	98	-
Acinetobacter baumannii 1656-2	Bacteria	Proteobacteria	Gammaproteobacteria	ABKp1	NC_017163.1	CP001922	74.451	33.4663	93	-	-	-	96	3
Acinetobacter baumannii 1656-2	Bacteria	Proteobacteria	Gammaproteobacteria	ABKp2	NC_017164.1	CP001923	8.041	33.5033	7	-	-	-	8	1
Acinetobacter baumannii 3909	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST78	NZ_AEOZ01000236.1	AEOZ01000236	26.411	37.2648	29	-	-	-	33	4
Acinetobacter baumannii 3990	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST2	NZ_AEOY01000095.1	AEOY01000095	63.32	33.4713	74	-	-	-	78	4
Acinetobacter baumannii 3990	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABST2	NZ_AEOY01000096.1	AEOY01000096	21.846	37.2746	20	-	-	-	29	9
Acinetobacter baumannii 4190	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABST25	-	AEPA01000395.1	15.267	35.5276	-	-	-	-	-	-
Acinetobacter baumannii 4190	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABST25	-	AEPA01000396.1	8.97	34.359	-	-	-	-	-	-
Acinetobacter baumannii AB0057	Bacteria	Proteobacteria	Gammaproteobacteria	pAB0057	NC_011585.2	CP001183	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii AB5075	Bacteria	Proteobacteria	Gammaproteobacteria	pAB5075	NZ_JHUI01000005.1	JHUI01000005	8.819	34.2442	10	-	-	-	10	-
Acinetobacter baumannii AC12	Bacteria	Proteobacteria	Gammaproteobacteria	pAC12	-	CP007550.1	8.731	34.3718	9	-	-	-	9	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30a	-	CP007578.1	8.685	34.3466	9	-	-	-	9	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30b	-	CP007579.1	16.236	45.1712	15	-	-	-	15	-
Acinetobacter baumannii AC30	Bacteria	Proteobacteria	Gammaproteobacteria	pAC30c	-	CP007580.1	71.433	33.7183	99	-	-	-	99	-
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU1	NC_010605.1	CP000864	28.279	37.8443	24	-	-	-	37	13
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU2	NC_010606.1	CP000865	64.366	33.4012	62	-	-	-	82	20
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU1	NZ_CP031381.1	CP031381	24.268	37.5062	24	-	-	-	31	7
Acinetobacter baumannii ACICU	Bacteria	Proteobacteria	Gammaproteobacteria	pACICU2	NZ_CP031382.1	CP031382	70.101	33.4831	89	-	-	-	89	-
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	pAB1	-	CP000522.1	13.408	36.165	11	-	-	-	11	-
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	pAB2	-	CP000523.1	11.302	35.1796	5	-	-	-	5	-
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP039024.1	CP039024	30.876	35.3446	9	-	-	-	33	25
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP039026.1	CP039026	30.41	35.8073	27	-	-	-	38	11
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP039027.1	CP039027	39.017	39.8237	21	-	-	-	34	13
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP039029.1	CP039029	11.429	35.1212	14	-	-	-	14	-
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP039030.1	CP039030	13.536	36.1259	16	-	-	-	18	2
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP053099.1	CP053099	13.409	36.1623	15	-	-	-	17	2
Acinetobacter baumannii ATCC 17978	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP053100.1	CP053100	11.302	35.1796	14	-	-	-	14	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABAYE	NC_010401.1	CU459137	5.644	34.5145	7	-	-	-	7	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABAYE	NC_010402.1	CU459138	9.661	34.396	10	-	-	-	10	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p4ABAYE	NC_010403.1	CU459139	2.726	37.6009	5	-	-	-	5	-
Acinetobacter baumannii AYE	Bacteria	Proteobacteria	Gammaproteobacteria	p3ABAYE	NC_010404.1	CU459140	94.413	37.4842	77	-	-	-	95	18
Acinetobacter baumannii BJAB07104	Bacteria	Proteobacteria	Gammaproteobacteria	p1BJAB07104	NC_021727.1	CP003887	70.17	33.8236	84	-	-	-	85	1
Acinetobacter baumannii BJAB07104	Bacteria	Proteobacteria	Gammaproteobacteria	p2BJAB07104	NC_021728.1	CP003907	20.139	47.0679	18	-	-	-	24	6
Acinetobacter baumannii BJAB0715	Bacteria	Proteobacteria	Gammaproteobacteria	pBJAB0715	NC_021734.1	CP003848	52.268	40.4263	40	-	-	-	50	10
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p1BJAB0868	NC_021730.1	CP003850	8.721	34.3424	8	-	-	-	9	1
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p2BJAB0868	NC_021731.1	CP003888	70.167	33.8279	82	-	-	-	84	2
Acinetobacter baumannii BJAB0868	Bacteria	Proteobacteria	Gammaproteobacteria	p3BJAB0868	NC_021732.1	CP003908	20.139	47.0927	18	-	-	-	24	6
Acinetobacter baumannii Canada BC-5	Bacteria	Proteobacteria	Gammaproteobacteria	pCanadaBC5-8.7	NZ_AFDN01000003.1	AFDN01000003	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii D1279779	Bacteria	Proteobacteria	Gammaproteobacteria	pD1279779	NC_020525.1	CP003968	7.416	32.5917	10	-	-	-	10	-
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-12	NZ_ALII01000018.1	ALII01000018	11.6	37.0431	10	-	-	-	12	2
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-18	NZ_ALII01000019.1	ALII01000019	17.984	34.2026	18	-	-	-	18	-
Acinetobacter baumannii IS-123	Bacteria	Proteobacteria	Gammaproteobacteria	pIS123-67	NZ_ALII01000020.1	ALII01000020	67.025	33.3831	81	-	-	-	85	4
Acinetobacter baumannii LAC-4	Bacteria	Proteobacteria	Gammaproteobacteria	pABLAC1	NZ_CP007713.1	CP007713	8.006	31.9885	8	-	-	-	8	-
Acinetobacter baumannii LAC-4	Bacteria	Proteobacteria	Gammaproteobacteria	pABLAC2	NZ_CP007714.1	CP007714	6.076	39.2693	5	-	-	-	6	1
Acinetobacter baumannii MDR-TJ	Bacteria	Proteobacteria	Gammaproteobacteria	pABTJ1	NC_017848.1	CP003501	77.528	34.0458	89	-	-	-	94	5
Acinetobacter baumannii MDR-TJ	Bacteria	Proteobacteria	Gammaproteobacteria	pABTJ2	NC_020524.1	CP004359	110.967	41.6142	116	-	1	-	119	2
Acinetobacter baumannii MRSN 3405	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3405-6	NZ_CM003320.1	CM003320	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 3527	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3527-6	NZ_CM003318.1	CM003318	6.068	39.2716	5	-	-	-	6	1
Acinetobacter baumannii MRSN 3942	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN3942-6	NZ_CM003319.1	CM003319	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 4106	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN4106-6	NZ_CM003315.1	CM003315	6.078	39.2563	6	-	-	-	6	-
Acinetobacter baumannii MRSN 58	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN58-2.7	NZ_CM003316.1	CM003316	2.725	37.7982	4	-	-	-	4	-
Acinetobacter baumannii MRSN 58	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN58-8.7	NZ_CM003317.1	CM003317	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii MRSN 7339	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN7339-2.3	NZ_CM003313.1	CM003313	2.343	38.7537	3	-	-	-	3	-
Acinetobacter baumannii MRSN 7339	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN7339-8.7	NZ_CM003314.1	CM003314	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii Naval-17	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval17-13	NZ_AFDO01000021.1	AFDO01000021	12.636	37.1478	11	-	-	-	13	2
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-6.1	-	AFDA02000006.1	6.078	39.2563	5	-	-	-	5	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-74	-	AFDA02000007.1	74.42	34.4504	108	-	-	-	108	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-8.4	-	AFDA02000008.1	8.422	36.7846	8	-	-	-	8	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-131	-	AFDA02000009.1	130.66	36.2904	143	-	-	-	143	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-5.7	-	AFDA02000010.1	5.676	36.117	8	-	-	-	8	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-7.0	-	AFDA02000011.1	7.032	35.4522	8	-	-	-	8	-
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-26	NZ_AFDB02000003.1	AFDB02000003	26.089	34.0412	28	-	-	-	29	1
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-67	NZ_AFDB02000004.1	AFDB02000004	67.012	33.3821	82	-	-	-	86	4
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-13	NZ_AFDB02000005.1	AFDB02000005	12.634	37.1458	10	-	-	-	13	3
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-101	NZ_AFCZ02000003.1	AFCZ02000003	101.298	39.217	85	-	1	-	104	18
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-8.6	NZ_AFCZ02000004.1	AFCZ02000004	8.604	31.59	12	-	-	-	13	1
Acinetobacter baumannii OIFC109	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC109-122	NZ_ALAL01000013.1	ALAL01000013	122.469	35.8336	124	-	-	-	128	4
Acinetobacter baumannii OIFC137	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC137-122	NZ_AFDK01000004.1	AFDK01000004	122.461	35.8351	122	-	-	-	127	5
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-2.3	NZ_AFDL01000005.1	AFDL01000005	2.277	39.9209	1	-	-	-	1	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-70	NZ_AFDL01000006.1	AFDL01000006	69.518	33.8732	86	-	-	-	89	3
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-6.2	NZ_AFDL01000007.1	AFDL01000007	6.241	31.95	9	-	-	-	9	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-128	NZ_AFDL01000008.1	AFDL01000008	127.633	36.2806	127	-	-	-	135	8
Acinetobacter baumannii OIFC189	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC189-111	NZ_AFDM01000010.1	AFDM01000010	110.967	41.6169	116	-	1	-	119	2
Acinetobacter baumannii PKAB07	Bacteria	Proteobacteria	Gammaproteobacteria	pPKAB07	NZ_CP006964.1	CP006964	8.805	34.4009	10	-	-	-	10	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABSDF	-	CU468231.1	6.106	34.5398	8	-	-	-	8	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABSDF	-	CU468232.1	25.014	34.8925	30	-	-	-	32	2
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p3ABSDF	-	CU468233.1	24.922	34.3953	24	-	-	-	26	2
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABTCDC0715	-	CP002523.1	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABTCDC0715	-	CP002524.1	70.894	33.3399	95	-	-	-	95	-
Acinetobacter baumannii UH10707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH5-114	NZ_AYOI01000002.1	AYOI01000002	114.115	42.791	129	-	-	-	132	3
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2a-5.6	NZ_AYFZ01000080.1	AYFZ01000080	5.636	37.154	7	-	-	-	7	-
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3b-7.8	NZ_AYFZ01000083.1	AYFZ01000083	7.819	33.9685	10	-	-	-	10	-
Acinetobacter baumannii UH2107	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH4-111	NZ_AYFW01000101.1	AYFW01000101	111.007	41.6163	116	-	1	-	119	2
Acinetobacter baumannii UH7007	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6b-10	NZ_AYFI01000019.1	AYFI01000019	10.03	36.8993	11	-	-	-	11	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3a-8.2	NZ_AYFH01000048.1	AYFH01000048	8.19	34.4567	10	-	-	-	10	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2b-5.4	NZ_AYFH01000057.1	AYFH01000057	5.355	36.7507	7	-	-	-	7	-
Acinetobacter baumannii UH9707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6a-8.8	NZ_AYEX01000118.1	AYEX01000118	8.763	34.406	9	-	-	-	9	-
Acinetobacter baumannii UH9907	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH1-74	NZ_AYOH01000010.1	AYOH01000010	74.089	33.669	90	-	-	-	94	4
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	pAbNDM-1	NC_019985.2	JN377410	48.368	40.748	50	-	-	-	52	2
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	ZW85p2	NC_023031.1	CP006769	113.866	41.9019	116	-	1	-	124	7
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAbe229-1	NZ_CM012182.1	CM012182	1.329	36.9451	1	-	-	-	1	-
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAbe229-114	NZ_CM012183.1	CM012183	114.007	42.1685	103	-	-	-	115	12
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAbe229-15	NZ_CM012184.1	CM012184	15.389	34.9665	16	-	-	-	16	-
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAbe229-4	NZ_CM012185.1	CM012185	4.45	36.427	7	-	-	-	7	-
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAbe229-9	NZ_CM012186.1	CM012186	9.154	35.4162	13	-	-	-	13	-
Acinetobacter bereziniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM229	NZ_CM012324.1	CM012324	44.56	40.8057	44	-	-	-	50	6
Acinetobacter calcoaceticus	Bacteria	Proteobacteria	Gammaproteobacteria	pCA16	NZ_CP020001.1	CP020001	5.92	30.8446	6	-	-	-	7	1
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	p1_010005	NZ_CP032127.1	CP032127	18.155	35.9405	18	-	-	-	19	1
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	p2_010005	NZ_CP032128.1	CP032128	5.433	39.5546	5	-	-	-	6	1
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	p3_010005	NZ_CP032129.1	CP032129	4.353	37.3995	5	-	-	-	5	-
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	p4_010005	NZ_CP032130.1	CP032130	1.398	40.2003	-	-	-	-	-	-
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	p5_010005	NZ_CP032131.1	CP032131	1.243	39.4208	1	-	-	-	1	-
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM1_010005	NZ_CP032132.1	CP032132	39.357	42.2568	41	-	-	-	43	2
Acinetobacter chinensis	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA58_010005	NZ_CP032133.1	CP032133	66.715	40.4272	48	-	-	-	62	14
Acinetobacter cumulans	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM1_060092	NZ_CP035935.1	CP035935	48.56	40.7558	50	-	-	-	53	3
Acinetobacter cumulans	Bacteria	Proteobacteria	Gammaproteobacteria	p1_060092	NZ_CP035936.1	CP035936	177.151	40.0709	152	-	9	1	167	5
